URL,Mean,FF1,FF2,FF3,FF4,ClearSky
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/156/07/mango-low-greenline-20220605-071400.hdf5,5381.388425,27.119436593818417,24.76257996970106,32.051328565634755,7.105734580231295,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2024/061/02/mango-low-greenline-20240301-025400.hdf5,2856.42663,24.293671716605804,17.601158761287,27.894233400353475,7.301734066872176,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2024/210/04/mango-low-greenline-20240728-043200.hdf5,2105.220355,23.407570237292813,20.365562263143726,31.864607678863557,6.1188882583824,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/326/03/mango-low-greenline-20221122-030600.hdf5,2969.245255,25.860720028110876,17.625813943554206,30.720912119394065,6.658245222570799,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/128/07/mango-low-greenline-20220508-072600.hdf5,3155.29837,15.276261045521556,20.640271984642208,27.784046817822226,7.122212829913871,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/133/10/mango-low-greenline-20220513-104600.hdf5,4412.935505,21.879970802559615,21.223079946768507,25.66288654189426,4.211066971568258,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2024/213/06/mango-low-greenline-20240731-060200.hdf5,1467.330715,7.862310947576389,10.139581368943794,22.539877480324495,3.4906816287499525,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/137/04/mango-low-greenline-20220517-043800.hdf5,6830.384235,27.31234055053444,30.431610578332883,39.21263668898386,5.558962749252199,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/139/04/mango-low-greenline-20220519-040600.hdf5,3425.29296,24.91875406006022,19.20210739797073,31.768668674150693,3.7892343300305114,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/147/04/mango-low-greenline-20220527-041400.hdf5,5564.076015,22.361381243054655,17.49285875304914,30.51754112633162,6.322672189564362,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/149/10/mango-low-greenline-20220529-103000.hdf5,5658.538475,24.08481575494335,24.45245088539812,41.10732159390766,7.931551954111104,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/151/04/mango-low-greenline-20220531-042400.hdf5,3672.486175,16.397202946220816,15.570877361534096,30.882717854340694,5.040040950076801,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/158/06/mango-low-greenline-20220607-065800.hdf5,8975.61741,21.453285761298403,17.55065391978085,30.03307358623416,2.9651794934162576,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/166/04/mango-low-greenline-20220615-042800.hdf5,6757.357255,9.990200318069826,20.11330201194087,32.66084792918676,1.7497215930843781,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/167/05/mango-low-greenline-20220616-050000.hdf5,5209.071825,21.578665240292786,24.957169827090137,32.02560538892425,3.4277565235185667,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/071/09/mango-low-greenline-20220312-091400.hdf5,4546.907985,11.05030205889282,21.742289459143564,28.675198059007023,9.863489673326256,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/073/12/mango-low-greenline-20220314-120000.hdf5,6061.939675,18.60804633243302,22.950198154035263,34.211211882377434,3.7749187987007042,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/074/12/mango-low-greenline-20220315-120000.hdf5,4229.98228,10.920658271301983,14.218310953282899,32.26038219370827,4.181012288981424,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/037/07/mango-low-greenline-20220206-070000.hdf5,2856.822585,25.066436584980497,15.863445476539779,26.85862149906285,4.790289271027403,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/038/05/mango-low-greenline-20220207-053400.hdf5,2448.819905,16.09794568439882,13.578530818982996,23.778431394548853,2.087014238854208,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/039/10/mango-low-greenline-20220208-100000.hdf5,2804.455125,19.943167506922254,23.20599945535392,30.816167561650758,5.682892202688459,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/040/10/mango-low-greenline-20220209-100000.hdf5,3110.51528,26.064641517575705,19.05535490960506,28.83177133939897,4.1692469843405275,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/041/12/mango-low-greenline-20220210-121800.hdf5,4045.07674,17.251202167025525,26.556988766448836,32.829471310400045,4.658366002401547,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/042/09/mango-low-greenline-20220211-093400.hdf5,5106.10457,16.785073008889402,23.605631807462427,24.71610520066216,9.67301911074883,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/043/12/mango-low-greenline-20220212-122600.hdf5,3039.19901,15.111084545684033,21.10019178156251,31.456583619906443,3.518168231570442,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/044/12/mango-low-greenline-20220213-123400.hdf5,4110.47199,23.72243773495501,22.30122818063588,37.37113782485541,7.42798732035224,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/029/07/mango-low-greenline-20220129-072800.hdf5,4249.186595,18.330374086710915,15.428492110313337,32.43302835084371,5.396790967943623,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/333/10/mango-low-greenline-20221129-101200.hdf5,4731.64233,22.582981753277036,23.065985635531312,33.3686851441862,5.665025024323459,Y
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2024/214/07/mango-low-greenline-20240801-071200.hdf5,1272.475825,7.814342974136937,19.796948412694892,10.106797138534347,7.269558249012364,N
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2022/296/02/mango-low-greenline-20221023-023200.hdf5,1442.547755,99.47423396503879,45.09505048225967,8.120732148846386,3.7687950909319925,N
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2024/217/04/mango-low-greenline-20240804-044800.hdf5,1064.58195,29.199482308757666,17.66876697331025,12.039213771692733,5.934212074980941,N
https://data.mangonetwork.org/data/transport/mango/archive/low/greenline/raw/2024/222/07/mango-low-greenline-20240809-075800.hdf5,1442.54929,50.160860959555244,35.73489387805575,14.731436933226943,5.131135505173637,N
