URL,Median,90th Percentile,Mean,versions,version2,ClearSky
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/105/09/mango-cfs-redline-20230415-091200.hdf5,894.4425534415878,7.583613535771959,0.3698093844476093,0.4789643864082643,0.4789643864082643,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/131/07/mango-cfs-redline-20230511-072800.hdf5,959.2091904418062,8.288599975687006,0.5454322816143553,0.47058171447315345,0.47058171447315345,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/131/09/mango-cfs-redline-20230511-090800.hdf5,1396.4059797484508,9.712351510876706,0.3217233995450519,0.41194378982603036,0.41194378982603036,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/201/09/mango-cfs-redline-20230720-091200.hdf5,940.1193850649023,7.591112643800983,0.509158682248458,0.616270873045075,0.616270873045075,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/189/05/mango-cfs-redline-20230708-053200.hdf5,1773.3842840590419,11.146762404046822,0.23286889969380137,0.3483151148137445,0.3483151148137445,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/113/08/mango-cfs-redline-20230423-080400.hdf5,825.0853218249904,7.96220791198898,0.4267328355754022,0.32622757681017905,0.32622757681017905,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/119/10/mango-cfs-redline-20230429-103200.hdf5,1131.3424459706805,9.65705522768399,0.41824978253751355,0.42914263183741186,0.42914263183741186,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/111/06/mango-cfs-redline-20230421-064400.hdf5,984.6320800658259,8.638456556751862,0.4806743333440039,0.5385632585587953,0.5385632585587953,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/087/11/mango-cfs-redline-20230328-110000.hdf5,845.1574784638377,7.107175178402329,0.3820296175093894,0.4894335077073729,0.4894335077073729,Y
https://data.mangonetwork.org/data/transport/mango/archive/cfs/redline/raw/2023/101/06/mango-cfs-redline-20230411-063600.hdf5,849.1440949774143,6.940511987523326,0.38292089639591437,0.6027992012942454,0.6027992012942454,Y
